,TSNE_1,TSNE_2,label
C230517005_CELL5270_N1,17.9932899412531,-9.98090683628208,1
C230517005_CELL5275_N1,-0.302931536231466,-27.0837269703664,3
C230517005_CELL5295_N1,6.96545670647659,-20.7180729378121,3
C230517005_CELL5300_N1,-20.2107975510034,-6.07309535580476,0
C230517005_CELL5301_N1,15.9085693135363,-46.4255480899745,3
C230517005_CELL530_N2,-27.3481060104947,-27.790449664486,3
C230517005_CELL5314_N1,-29.5168347557523,-38.4677824321495,3
C230517005_CELL5339_N1,11.3867869526622,7.61607269709544,2
C230517005_CELL5341_N1,-41.171685940458,-41.1185707386685,3
C230517005_CELL5366_N1,-12.6896743355516,56.0002250071229,2
C230517005_CELL5370_N1,21.0177742110342,-27.4151272233782,3
C230517005_CELL5372_N1,-19.8990283905896,18.858803483808,2
C230517005_CELL5376_N1,58.2620902786817,-29.1946860722959,1
C230517005_CELL5383_N1,7.11405757106908,-11.3909834400721,3
C230517005_CELL5409_N1,30.2400713680396,-37.4140133614843,3
C230517005_CELL5432_N1,16.5245083816636,-18.0338330151738,3
C230517005_CELL5465_N1,-10.0625209752303,-34.0469305565296,3
C230517005_CELL5472_N1,27.2822738199405,-8.49060326738964,1
C230517005_CELL5485_N1,-0.089107051072445,42.9426502696877,2
C230517005_CELL5506_N1,11.414435028161,0.926673855685877,1
C230517005_CELL5515_N1,0.751359534042745,-57.5897369787115,3
C230517005_CELL5517_N1,-56.8597846227462,-17.2557438808102,0
C230517005_CELL5522_N1,2.99692096888832,-45.5474700323816,3
C230517005_CELL5532_N1,42.3526111466079,13.790537715636,1
C230517005_CELL5559_N1,58.2654044400904,-29.1931103014765,1
C230517005_CELL5560_N1,-10.9885175705592,21.7696463098214,2
C230517005_CELL5565_N1,26.9412680585701,-53.862033577968,3
C230517005_CELL557_N2,-1.57332223717993,-52.5568374965912,3
C230517005_CELL5582_N1,-28.3035051264704,-26.4096997266414,3
C230517005_CELL559_N1,45.8609202910556,34.629058038833,1
C230517005_CELL5604_N1,35.8695738066556,-16.7293159762113,1
C230517005_CELL5610_N1,-27.36430404966,-35.4763865652115,3
C230517005_CELL565_N3,-1.44312402045861,-40.5722469205053,3
C230517005_CELL5665_N1,12.6498649021583,-45.5592882073721,3
C230517005_CELL5668_N1,17.0441936170515,-16.3867539619979,3
C230517005_CELL5675_N1,15.150645173192,-52.6402759826334,3
C230517005_CELL5681_N1,-4.30667957019372,-61.0649805136828,3
C230517005_CELL5697_N1,9.17680623490617,-13.2944555742624,3
C230517005_CELL5714_N1,43.3270195286176,17.4152902284947,1
C230517005_CELL5716_N1,18.4900167592505,21.1217740828249,2
C230517005_CELL571_N3,-17.7416678558537,-44.4649957877388,3
C230517005_CELL5720_N1,71.5893538429856,-7.34166134168595,1
C230517005_CELL5723_N1,-21.4228593047945,-31.9007577083986,3
C230517005_CELL5725_N1,-26.3197975537402,44.3447452102343,2
C230517005_CELL5761_N1,56.7413970667641,14.8794822892895,1
C230517005_CELL5765_N1,18.6630166236988,-34.1476044138344,3
C230517005_CELL5784_N1,8.62504642051392,-13.8292024608984,3
C230517005_CELL5808_N1,-16.747916133872,-52.854513920304,3
C230517005_CELL581_N1,8.39781000096628,6.66996715479626,2
C230517005_CELL5856_N1,-23.4109620398782,29.4311304836506,2
C230517005_CELL5884_N1,-10.1872951772909,-34.3732694150948,3
C230517005_CELL5896_N1,19.7409574141731,51.5749466916611,2
C230517005_CELL5908_N1,23.1490226701666,-39.0059991533463,3
C230517005_CELL5922_N1,-19.7905319378222,56.2892345822248,2
C230517005_CELL5932_N1,17.6829820600616,-9.86977043628884,1
C230517005_CELL5968_N1,-38.8182267275611,-33.2711353103466,3
C230517005_CELL5970_N1,24.0844485564072,6.53255291785148,1
C230517005_CELL5971_N1,-32.0759840207357,40.8642292104602,2
C230517005_CELL5972_N1,42.9723652520846,-15.8417413068856,1
C230517005_CELL5973_N1,-11.9595747288577,34.1070026084994,2
C230517005_CELL5995_N1,-18.093208560065,24.6412140184125,2
C230517005_CELL600_N2,-19.4471713102851,51.1407478581545,2
C230517005_CELL6011_N1,36.0263866829117,-13.1841110084239,1
C230517005_CELL6015_N1,19.8140242195707,-5.12571632676158,1
C230517005_CELL602_N5,-29.6078258820993,-38.4821552430268,3
C230517005_CELL6043_N1,26.7272192435026,15.3158848249158,1
C230517005_CELL605_N2,-20.1740783779173,-38.1587860526136,3
C230517005_CELL6070_N1,70.3822986568881,-10.4642886056668,1
C230517005_CELL6075_N1,45.6019696973171,26.5521345801468,1
C230517005_CELL607_N3,36.3629138343053,48.0702285580091,2
C230517005_CELL6100_N1,16.9841565942269,-26.9062656826524,3
C230517005_CELL6103_N1,-55.0151135122054,-6.99652583664234,0
C230517005_CELL6118_N1,65.2463333013721,2.96883172007351,1
C230517005_CELL611_N2,-57.1608735936435,27.8892204538847,0
C230517005_CELL6187_N1,-12.5589611774364,44.794050170651,2
C230517005_CELL6195_N1,-10.355684891817,-34.2114341911392,3
C230517005_CELL6204_N1,-18.4333581416288,34.2045051214861,2
C230517005_CELL6224_N1,-18.411158498175,-35.631919882483,3
C230517005_CELL622_N3,-37.8146273635484,-3.33608196094816,0
C230517005_CELL6235_N1,3.46599728247349,-23.6244537167423,3
C230517005_CELL6252_N1,35.8144720924454,48.457743389502,2
C230517005_CELL6255_N1,20.3692461567486,21.0638613072324,2
C230517005_CELL6281_N1,22.6626659150499,-50.7891374212805,3
C230517005_CELL6299_N1,-32.765233900564,-6.27617908601242,0
C230517005_CELL6304_N1,-18.5069043153269,-50.7488063284488,3
C230517005_CELL6306_N1,-46.2753067092012,-0.254915872071677,0
C230517005_CELL631_N2,-35.9602012352617,-47.8933329143005,3
C230517005_CELL6320_N1,72.3670910197354,-8.58537492225148,1
C230517005_CELL6322_N1,-15.0960918708295,-23.0186802665999,3
C230517005_CELL6323_N1,22.0241282818035,34.6836201513713,2
C230517005_CELL6342_N1,-15.0044939947828,19.7151848335187,2
C230517005_CELL6346_N1,-3.82083610483725,-23.3588680010884,3
C230517005_CELL6356_N1,15.1598181156022,16.5749118636734,2
C230517005_CELL6358_N1,58.5387596736994,0.634928045094745,1
C230517005_CELL6388_N1,21.2771501577083,-11.9916584763943,1
C230517005_CELL6391_N1,36.5456357038255,19.4752363664945,1
C230517005_CELL6480_N1,-35.4842756815903,11.9670466057075,0
C230517005_CELL6498_N1,44.8034938326804,-3.72224652829061,1
C230517005_CELL649_N2,-39.0739256107134,18.283711439034,0
C230517005_CELL64_N3,-27.7238413999967,-24.8641005491137,3
C230517005_CELL6525_N1,10.5645605604935,2.78425854422932,1
C230517005_CELL653_N2,-54.644009936042,25.9827735223908,0
C230517005_CELL6554_N1,15.2120178455578,-25.8283161183786,3
C230517005_CELL6556_N1,-4.29840351926883,-61.0342997706049,3
C230517005_CELL6558_N1,-18.5391863913528,45.1439070461566,2
C230517005_CELL6574_N1,26.2041469458593,0.0344317597313133,1
C230517005_CELL6583_N1,45.347995516361,27.4135086570115,1
C230517005_CELL6623_N1,-8.79169448377536,12.126575651718,2
C230517005_CELL6638_N1,11.0500352989455,4.99009889640189,2
C230517005_CELL6639_N1,50.1291003300696,14.557888880014,1
C230517005_CELL663_N2,-26.5974008479053,48.4836949182582,2
C230517005_CELL6642_N1,13.1680779221677,-43.9694040055649,3
C230517005_CELL6644_N1,-41.3575482502235,33.4698630669041,0
C230517005_CELL6648_N1,4.20348928203453,26.8851384623151,2
C230517005_CELL6661_N1,-15.3377388354121,-25.1703628401988,3
C230517005_CELL667_N2,-41.8423639712872,-36.1745821080216,3
C230517005_CELL6694_N1,24.0110525131184,35.4197375545836,2
C230517005_CELL6709_N1,23.3913447136529,-39.1528291313869,3
C230517005_CELL6710_N1,72.2307903770906,-7.55693410355043,1
C230517005_CELL6758_N1,7.35066023882476,-29.3683556523909,3
C230517005_CELL675_N2,50.5359641633726,5.78316000603424,1
C230517005_CELL6763_N1,16.2397161304023,-31.5937104904755,3
C230517005_CELL6776_N1,4.91988675976742,40.6905164250613,2
C230517005_CELL6811_N1,-28.3570732825681,-26.4174010652783,3
C230517005_CELL6830_N1,2.56856088032085,-23.892754001037,3
C230517005_CELL6883_N1,-34.0177455645284,11.3637133772511,0
C230517005_CELL6884_N1,30.8304496313966,-36.9301424330024,3
C230517005_CELL6893_N1,-35.4289651803817,-28.4377483716185,0
C230517005_CELL690_N3,-15.3572825038567,53.0573827210083,2
C230517005_CELL6937_N1,26.2369991481652,-33.5973269951443,3
C230517005_CELL6969_N1,33.4420280591807,34.6876196753968,1
C230517005_CELL6970_N1,45.6243463377811,-17.5129801807351,1
C230517005_CELL6976_N1,16.5858655553569,14.4479624445783,2
C230517005_CELL697_N2,12.8461890768922,10.8454225383398,2
C230517005_CELL6994_N1,23.7945019416645,37.2416131673989,2
C230517005_CELL69_N1,13.0703276029644,-26.5600693895768,3
C230517005_CELL6_N2,28.9050775934522,-34.6402064172846,3
C230517005_CELL700_N2,-26.5073602075427,-34.6927314736814,3
C230517005_CELL7018_N1,-34.9565006659264,-34.4066732932658,3
C230517005_CELL702_N2,17.2517756157755,-15.7339675589953,3
C230517005_CELL7032_N1,2.81131152929374,-41.1603020348929,3
C230517005_CELL7046_N1,-32.5895081760474,-1.15802140270619,0
C230517005_CELL7062_N1,25.5874683817885,-39.4862846543635,3
C230517005_CELL7073_N1,-24.2888793422078,-32.983609711301,3
C230517005_CELL7101_N1,-26.0992530034604,42.9029967387197,2
C230517005_CELL7104_N1,42.1113844505556,-14.5156217186877,1
C230517005_CELL7123_N1,-37.8965314710388,22.4603339938379,0
C230517005_CELL7129_N1,40.933592552727,-23.6373370039911,1
C230517005_CELL7130_N1,3.15951449470183,-61.8484827158337,3
C230517005_CELL714_N2,58.1510121863931,0.873275293159607,1
C230517005_CELL7155_N1,7.34891943330744,-29.3323697806615,3
C230517005_CELL7168_N1,-24.2316355095756,-32.4693035230166,3
C230517005_CELL7174_N1,39.5419315303092,44.547878542897,1
C230517005_CELL7200_N1,19.7844721473393,52.055537830716,2
C230517005_CELL7219_N1,-1.67729075204168,13.4732004544348,2
C230517005_CELL7221_N1,12.8461929715467,10.8453883539575,2
C230517005_CELL723_N2,-13.3629111903501,58.491320759555,2
C230517005_CELL7254_N1,-28.1569456493213,41.4685970696063,2
C230517005_CELL7270_N1,71.7288749754548,-4.90607785150105,1
C230517005_CELL7291_N1,28.6089352401459,-34.6755496844436,3
C230517005_CELL729_N1,40.7544749524304,-1.16882792617445,1
C230517005_CELL7335_N1,38.224612159799,23.1724727706748,1
C230517005_CELL7336_N1,16.65197050619,24.7727717757501,2
C230517005_CELL737_N1,8.3817216729589,26.5246648076777,2
C230517005_CELL741_N3,25.4932785325812,32.2718404643061,2
C230517005_CELL745_N3,-12.8251333785532,-54.1940281488445,3
C230517005_CELL748_N2,-16.2659750895944,32.9095290612593,2
C230517005_CELL749_N4,20.0524021738617,21.0793979827874,2
C230517005_CELL74_N1,49.881535203773,14.8942596778886,1
C230517005_CELL750_N3,-21.3480610052898,23.2186308844496,2
C230517005_CELL751_N2,-46.77708308443,35.8307891423763,0
C230517005_CELL76_N1,-0.910310600479201,-41.5588352471688,3
C230517005_CELL771_N1,58.0071448526648,-12.8331965984752,1
C230517005_CELL775_N2,18.4254041821407,-47.1599437570447,3
C230517005_CELL781_N2,-39.6084800236291,-29.4035726476778,0
C230517005_CELL787_N2,26.7067623845957,35.3859718972122,2
C230517005_CELL791_N4,-6.26355323564157,9.07670126905447,2
C230517005_CELL792_N2,22.413111196398,-28.2390349797036,3
C230517005_CELL795_N3,-23.6903424416075,-31.9175068407325,3
C230517005_CELL801_N1,60.1049250389129,-13.5870712520996,1
C230517005_CELL803_N1,-1.20675108063243,-20.8001668797668,3
C230517005_CELL816_N3,-21.1240123554075,21.6510718153423,2
C230517005_CELL818_N3,3.9793881123322,-62.5524068336898,3
C230517005_CELL825_N2,42.4684341462975,19.9079493599813,1
C230517005_CELL834_N2,2.59026759539037,-39.9703705536708,3
C230517005_CELL835_N2,11.4103472937836,5.92747627700282,2
C230517005_CELL844_N2,-3.45177449693534,13.3849387868989,2
C230517005_CELL847_N2,36.0296841542313,-13.1822941313376,1
C230517005_CELL849_N1,23.5809599205191,-4.53968770361872,1
C230517005_CELL853_N2,-48.083612597773,20.5993670433134,0
C230517005_CELL891_N5,-19.8631611587692,23.0286544701343,2
C230517005_CELL892_N2,46.4545816137275,11.4791125841846,1
C230517005_CELL896_N2,12.0211883962169,-29.0712734074342,3
C230517005_CELL909_N2,17.5642444823041,5.48441680705886,1
C230517005_CELL916_N1,51.8630676596921,-8.06136091366066,1
C230517005_CELL917_N2,-16.5439237988412,-24.6444395970205,3
C230517005_CELL918_N2,-30.9191596022513,-38.8043633417361,3
C230517005_CELL925_N1,40.1795849459998,35.137828934581,1
C230517005_CELL932_N3,-31.1595030995917,-41.1897163897218,3
C230517005_CELL950_N4,-19.819233164681,-46.55326352821,3
C230517005_CELL953_N2,56.561899190489,33.6429352518239,1
C230517005_CELL960_N3,38.3721042168791,45.8628556264947,1
C230517005_CELL963_N2,18.3244095106464,-47.272011225917,3
C230517005_CELL96_N1,40.6512363758339,-29.3336207046613,1
C230517005_CELL972_N2,-25.6411654551261,36.0599207354583,2
C230517005_CELL984_N2,6.63182721833006,18.7541005178,2
C230517005_CELL98_N2,29.5992609213399,7.90280716135927,1
C230517005_CELL990_N5,-22.0509287512317,46.1737220564974,2
C230517005_CELL996_N2,17.4019809449944,45.9498293504462,2
C230517006_CELL1000_N3,25.0844747786239,35.3727155007491,2
C230517006_CELL1003_N3,12.1970975239256,-38.9726640649862,3
C230517006_CELL100_N1,-1.67755693233858,13.4727694266422,2
C230517006_CELL1013_N2,13.0150094414538,-45.8149320684761,3
C230517006_CELL1017_N2,-29.9799127303009,-0.0384231258011976,0
C230517006_CELL1027_N2,-21.9546489027605,56.5122489987398,2
C230517006_CELL1030_N2,49.4213467176021,-8.79243466456621,1
C230517006_CELL1045_N2,53.4780049187793,-36.1033812078863,1
C230517006_CELL1049_N1,30.141746237356,-38.0419627583892,3
C230517006_CELL1051_N3,46.2664077739968,-29.8105225243029,1
C230517006_CELL1060_N2,25.081880690159,-39.4803961216449,3
C230517006_CELL1068_N2,21.3393493206249,-43.9186942852571,3
C230517006_CELL1085_N2,-14.5822880823217,52.6577545888757,2
C230517006_CELL108_N4,-20.4667653679593,41.9061343564599,2
C230517006_CELL1100_N3,15.3677760100584,-46.3560947571474,3
C230517006_CELL1102_N2,-11.5800896623575,46.9822770821116,2
C230517006_CELL1110_N3,19.7578726887915,52.5215000627919,2
C230517006_CELL1115_N2,26.0447656143032,-39.0413210802661,3
C230517006_CELL1116_N2,-16.7005488855306,18.4740114665577,2
C230517006_CELL1126_N2,46.3036110465088,34.8099846863349,1
C230517006_CELL1128_N2,-8.78253725382368,12.1236255275046,2
C230517006_CELL1132_N2,-14.0617216308236,22.8060224442605,2
C230517006_CELL1147_N2,10.9234894178387,-2.045549937676,1
C230517006_CELL1148_N3,-1.09246655560486,-20.7714590915409,3
C230517006_CELL1149_N2,19.9082337900953,-10.3078052931439,1
C230517006_CELL1151_N4,-7.23081747907217,11.0446271830534,2
C230517006_CELL1165_N2,18.1845795722154,-29.5890478751201,3
C230517006_CELL1166_N1,52.5182465231222,-15.2868270431006,1
C230517006_CELL1192_N3,-43.7425180734767,22.7096723536417,0
C230517006_CELL1197_N2,-39.0123573200399,-32.889725385526,3
C230517006_CELL1203_N2,-9.50273875194124,-16.3616706641466,3
C230517006_CELL1205_N2,-17.7110034943707,23.789036377598,2
C230517006_CELL1211_N3,-36.3969073455763,-48.4763170680744,3
C230517006_CELL1217_N2,71.7548023026424,-8.24807553909367,1
C230517006_CELL1221_N1,0.495968316698554,-27.719045172277,3
C230517006_CELL1232_N2,-0.99648187354412,-51.0330822603431,3
C230517006_CELL1240_N2,-14.1301407421321,40.1017059553879,2
C230517006_CELL1258_N2,12.9700231712297,-44.8056330073573,3
C230517006_CELL125_N2,30.2178461782562,13.43074482268,1
C230517006_CELL1265_N3,-2.13583111053012,-54.2618104856878,3
C230517006_CELL1266_N3,-16.2194771072259,18.5744669773786,2
C230517006_CELL1269_N3,17.9934577843592,-50.0592386450555,3
C230517006_CELL1278_N2,-18.4517174617357,37.7602579466825,2
C230517006_CELL1295_N2,22.0071404034258,-38.3543091123437,3
C230517006_CELL1318_N2,53.1493966421087,-14.4026009691717,1
C230517006_CELL1327_N3,13.1270731552479,-43.0646932943164,3
C230517006_CELL1328_N3,-25.0165760388708,31.3294382522765,2
C230517006_CELL1334_N2,36.2111405127519,-16.6492236437116,1
C230517006_CELL1338_N4,7.37676800405409,7.91645366688455,2
C230517006_CELL1343_N5,-30.0144861043936,-51.3585609845055,3
C230517006_CELL1355_N1,41.6834359979635,1.34835805253806,1
C230517006_CELL1362_N1,36.0299676568663,-13.1858023550506,1
C230517006_CELL1363_N1,-15.8774230060675,-24.2935004678604,3
C230517006_CELL1364_N1,45.60263446986,26.5472641357591,1
C230517006_CELL1369_N1,58.8702603666391,1.08661546892355,1
C230517006_CELL137_N1,72.6379262997659,-7.97098712461267,1
C230517006_CELL1385_N1,7.03257146931087,-20.8044711931259,3
C230517006_CELL1390_N1,-16.550964559435,-36.0048451841608,3
C230517006_CELL1399_N1,41.6937879509172,-28.8684629248543,1
C230517006_CELL139_N2,26.5073539429643,-6.13035305321359,1
C230517006_CELL142_N2,-24.2831163194384,41.4791573891428,2
C230517006_CELL1432_N1,53.1520331994416,-14.4015666912324,1
C230517006_CELL144_N1,45.6244464430292,18.8664366401412,1
C230517006_CELL1465_N1,47.3971752365176,-1.6517740145113,1
C230517006_CELL146_N1,28.9047608837634,1.67069910531645,1
C230517006_CELL1471_N1,57.843968893853,-1.44480883641544,1
C230517006_CELL1509_N1,13.2184841862111,-26.2452769634877,3
C230517006_CELL1519_N1,22.5067304089952,-2.24978263530134,1
C230517006_CELL1523_N1,31.9315660253584,9.52549883653467,1
C230517006_CELL1525_N1,58.2641221071064,-4.12744627440879,1
C230517006_CELL1539_N1,41.2828476080752,-27.5814131142102,1
C230517006_CELL1550_N1,16.6012897276092,5.18191635182741,1
C230517006_CELL1562_N1,-11.6724753144011,45.8288826018096,2
C230517006_CELL1566_N1,45.8964078626429,34.6220066134741,1
C230517006_CELL157_N1,16.5864649726979,14.4471317893856,2
C230517006_CELL1580_N1,50.0405496241847,14.3437902948984,1
C230517006_CELL1586_N1,36.1741096430794,-16.7114315678803,1
C230517006_CELL1589_N1,41.566149408396,21.4393733459678,1
C230517006_CELL1591_N1,-12.231729543878,25.5771336221588,2
C230517006_CELL1609_N1,2.93133622582763,-45.1256018565663,3
C230517006_CELL1624_N1,74.3974420504104,-8.59278076492792,1
C230517006_CELL165_N3,37.5014801011008,24.4721821449655,1
C230517006_CELL1662_N1,-2.50735465197634,-54.7795190607111,3
C230517006_CELL1674_N1,42.2969847984614,-28.4993449723335,1
C230517006_CELL1676_N1,9.75066144014612,-29.0550744161333,3
C230517006_CELL1678_N1,24.1403799386322,-39.4384651989408,3
C230517006_CELL1681_N1,13.805283118728,9.59633080150236,2
C230517006_CELL169_N2,53.970117371089,-36.9647461833836,1
C230517006_CELL1711_N1,26.1819140379938,16.3345299126249,1
C230517006_CELL1742_N1,-29.6866890609408,0.355628094555569,0
C230517006_CELL1758_N1,72.5678724255488,-7.04368366307648,1
C230517006_CELL1760_N1,32.8550394254496,9.88747006912517,1
C230517006_CELL176_N2,10.5577087847291,-29.5265403266042,3
C230517006_CELL1772_N1,3.28535509017449,-15.4461549430707,3
C230517006_CELL1773_N1,36.4553204043515,-4.88361261403788,1
C230517006_CELL1775_N1,-3.53038357065854,-22.3712757135887,3
C230517006_CELL1780_N1,65.6808966580689,-2.3525486398101,1
C230517006_CELL1782_N1,-23.5878069268995,16.4109387719008,0
C230517006_CELL1783_N1,9.17738754077508,-13.2961708987227,3
C230517006_CELL1785_N1,-28.6408991613937,5.8377042463097,0
C230517006_CELL178_N2,30.9830612014915,24.0718364532461,1
C230517006_CELL1801_N1,15.6736771158117,15.5130247443833,2
C230517006_CELL181_N3,-42.4283393719048,-34.6494146097315,0
C230517006_CELL184_N1,39.3261635801022,-1.91625266861412,1
C230517006_CELL187_N2,-3.51683573724999,-22.5091529444979,3
C230517006_CELL1880_N1,-39.5132145737004,14.5380215025122,0
C230517006_CELL1912_N1,17.2021991240215,-30.0360144287337,3
C230517006_CELL1974_N1,39.4101738826185,-7.26054096976557,1
C230517006_CELL1982_N1,-15.6422626404587,-25.0079608220944,3
C230517006_CELL1990_N1,-4.4632543210262,-6.85437017897883,3
C230517006_CELL2021_N1,53.475776100394,-36.1127645064436,1
C230517006_CELL2041_N1,27.3647972215789,-51.0944888341539,3
C230517006_CELL2049_N1,-0.765657727481207,-38.0110860876835,3
C230517006_CELL205_N3,41.1267477622489,-10.5828859352456,1
C230517006_CELL2061_N1,54.675623602456,10.4593079051379,1
C230517006_CELL2083_N1,68.6255664758078,-7.78416685459894,1
C230517006_CELL2097_N1,-30.0218928872811,-51.3510074193076,3
C230517006_CELL2098_N1,-34.7007067712581,-35.5265737223949,3
C230517006_CELL209_N2,36.3554313286416,48.066994004644,2
C230517006_CELL2107_N1,-12.7054672328707,-54.539144290704,3
C230517006_CELL2128_N1,19.729641688018,-36.6485426293659,3
C230517006_CELL2130_N1,42.5080380615504,2.34821590484218,1
C230517006_CELL2148_N1,19.2362796997586,-6.1890038587686,1
C230517006_CELL2150_N1,65.6734621160236,-2.34440307613506,1
C230517006_CELL2168_N1,2.08936572191841,-23.9611933508176,3
C230517006_CELL216_N2,36.3427236406186,19.5114771752768,1
C230517006_CELL2171_N1,54.4792467209264,14.1862102084502,1
C230517006_CELL2207_N1,27.1813711822871,-34.7298139076023,3
C230517006_CELL2210_N1,70.1108260694295,-5.15249921544789,1
C230517006_CELL2218_N1,-17.8653991869598,-51.887438329098,3
C230517006_CELL2222_N1,27.1123707056037,-3.52257627353485,1
C230517006_CELL223_N3,-21.7574163706291,-30.1054205813717,3
C230517006_CELL224_N1,21.0687417746531,-9.79898582830831,1
C230517006_CELL2253_N1,5.07037079955766,18.2531330797484,2
C230517006_CELL2254_N1,0.772144910294167,-38.201269317048,3
C230517006_CELL2261_N1,65.1996735492312,2.78514988488205,1
C230517006_CELL2262_N1,-18.8161515611716,37.3920250298554,2
C230517006_CELL2263_N1,41.4307866010952,-27.7062315095715,1
C230517006_CELL2296_N1,2.42165449754082,-36.7243868637226,3
C230517006_CELL2326_N1,-48.8317595272715,21.016794265915,0
C230517006_CELL2334_N1,70.3411295452755,-8.2989754205318,1
C230517006_CELL2339_N1,15.1991880555044,-31.9775126012648,3
C230517006_CELL2360_N1,20.3334133285033,31.5837857285564,2
C230517006_CELL2375_N1,-26.9620698592853,33.8920850435049,2
C230517006_CELL2383_N1,14.8904564848136,-53.2241085086578,3
C230517006_CELL2390_N1,-32.2041750841074,24.9970468641916,0
C230517006_CELL2391_N1,48.047900444321,-20.3726698088299,1
C230517006_CELL2400_N1,-0.50569077944494,-50.0556823354355,3
C230517006_CELL2406_N1,14.4497876976458,-23.0509808188691,3
C230517006_CELL240_N2,-37.7180296560071,-29.5840159536137,0
C230517006_CELL2422_N1,2.70112745119928,-27.2128537564951,3
C230517006_CELL2439_N1,54.9712877709341,15.7027309122436,1
C230517006_CELL2450_N1,33.0741584020649,34.4219734464962,1
C230517006_CELL2465_N1,-15.8400784169546,31.1487133615744,2
C230517006_CELL2473_N1,36.2468161405795,-4.27645696803622,1
C230517006_CELL2487_N1,-35.5604976732914,-47.3930311249194,3
C230517006_CELL2495_N1,21.326282282185,-43.9305193221716,3
C230517006_CELL2497_N1,-4.8388857456085,-46.5716005359388,3
C230517006_CELL2508_N1,54.6746785236246,13.8209471323619,1
C230517006_CELL2528_N1,49.2497453831642,-2.92415248908978,1
C230517006_CELL2533_N1,42.9786794156066,-15.8422806840751,1
C230517006_CELL255_N3,-34.3395257356948,11.2077485640794,0
C230517006_CELL2574_N1,62.7207935100898,0.259673505719467,1
C230517006_CELL2590_N1,33.1325857181361,25.115167032896,1
C230517006_CELL2603_N1,18.1263612177326,-36.8869573944327,3
C230517006_CELL2605_N1,9.45317937943984,5.45313790226845,2
C230517006_CELL2620_N1,71.7947671723132,-6.68123225211562,1
C230517006_CELL2625_N1,73.1749146849548,-5.51035784957198,1
C230517006_CELL263_N4,-18.847271563806,46.2063646196219,2
C230517006_CELL2670_N1,19.4809657417145,-27.1652595666915,3
C230517006_CELL2683_N1,19.3539697589298,-40.4656618204374,3
C230517006_CELL2685_N1,-18.1984304117374,-35.9969335538233,3
C230517006_CELL2694_N1,-36.1492188055893,-31.0870714840113,3
C230517006_CELL2708_N1,30.1600866576786,34.5564155860732,2
C230517006_CELL2715_N1,11.4136113509746,0.931243826110497,1
C230517006_CELL2721_N1,36.3640038037739,48.0711193747092,2
C230517006_CELL2737_N1,4.0222547309754,-21.9512242743033,3
C230517006_CELL2738_N1,49.3140527317331,-2.92873514955503,1
C230517006_CELL2740_N1,42.689889319742,13.0893094611253,1
C230517006_CELL2744_N1,-14.450368799481,-25.5034261238496,3
C230517006_CELL274_N4,-15.8763535281391,-24.7099000615678,3
C230517006_CELL2763_N1,64.7109170660069,3.20923851218476,1
C230517006_CELL2766_N1,41.8783431567723,-0.892455783451949,1
C230517006_CELL276_N2,-31.8087603522794,-40.0825839777916,3
C230517006_CELL2771_N1,31.4024286630153,-1.57750698087399,1
C230517006_CELL277_N2,-28.3543932755405,-39.1360392194878,3
C230517006_CELL2780_N1,15.5521100716199,-20.8700331641787,3
C230517006_CELL2783_N1,25.4961058035496,2.36069041198065,1
C230517006_CELL2787_N1,42.1690993624451,2.5784615602374,1
C230517006_CELL2792_N1,19.9020663026257,-10.3027975285468,1
C230517006_CELL2797_N1,58.2605130281853,-29.1937666353478,1
C230517006_CELL2804_N1,38.8830818159351,13.9964812186757,1
C230517006_CELL2818_N1,2.78123741111953,-40.6723392506711,3
C230517006_CELL2834_N1,-28.3952430854521,-39.7082334787467,3
C230517006_CELL2837_N1,35.3867495193753,48.7483438299824,2
C230517006_CELL283_N3,-15.2785277493672,-37.3817221059265,3
C230517006_CELL2848_N1,49.6606650071703,14.4065470114385,1
C230517006_CELL2865_N1,10.131375121995,-20.0510063969508,3
C230517006_CELL2885_N1,37.6219614662211,17.1376557418432,1
C230517006_CELL2891_N1,-16.4187250035525,-25.1847829252903,3
C230517006_CELL2898_N1,-25.5816458966693,37.764203658629,2
C230517006_CELL2904_N1,-44.0531319799597,23.5053566354239,0
C230517006_CELL2906_N1,73.3408450955333,-9.97965405008259,1
C230517006_CELL2916_N1,-24.1708982072694,-33.8420031435777,3
C230517006_CELL2921_N1,58.3801961898611,-19.8874065507059,1
C230517006_CELL2950_N1,15.4280092646192,-26.7906853183659,3
C230517006_CELL296_N2,30.4231336082987,-32.6006816161988,3
C230517006_CELL2972_N1,0.582987846227922,-57.2460607357174,3
C230517006_CELL2975_N1,45.1203332837358,29.1789323070008,1
C230517006_CELL2996_N1,71.0671961233065,-6.6448362191273,1
C230517006_CELL2998_N1,-29.9386623790662,-26.8869903646348,3
C230517006_CELL3002_N1,9.62596656125598,-26.0046740291061,3
C230517006_CELL3015_N1,22.5272743597423,-2.27175398842779,1
C230517006_CELL3020_N1,33.3497250447179,24.4220024998973,1
C230517006_CELL3042_N1,27.5318408306,-8.52113532794746,1
C230517006_CELL3055_N1,20.0468990003677,21.0791304591506,2
C230517006_CELL3072_N1,-28.5951316085855,-45.7128615546975,3
C230517006_CELL3107_N1,6.53891846847843,-19.2276406336132,3
C230517006_CELL310_N2,-25.202457931512,37.7229447416556,2
C230517006_CELL3117_N1,-13.2250173785179,22.4449965476371,2
