"","TSNE_1","TSNE_2"
"C231122002_CELL367_N2",-11.9458343272198,0.0130328752790936
"C231122002_CELL3752_N1",-23.6083534219386,-19.6908748609144
"C231122002_CELL3793_N1",11.3450383114329,20.7900340580944
"C231122002_CELL3819_N1",5.29795365998449,-33.9868882711066
"C231122002_CELL3822_N1",-11.8453928453384,-27.6787008652287
"C231122002_CELL3839_N1",-12.817176093378,0.873400770255238
"C231122002_CELL383_N4",-31.6910036388175,-12.743669332025
"C231122002_CELL3855_N1",20.4485924253543,-25.6884694771546
"C231122002_CELL387_N1",5.32157121260587,4.30232985663145
"C231122002_CELL3956_N1",-0.303632070455761,-32.5928517767886
"C231122002_CELL3968_N1",-4.71263733078008,-31.7032359683982
"C231122002_CELL397_N4",-39.8204252399918,-7.69899805303915
"C231122002_CELL4005_N1",-18.6507977796603,-26.9223003428282
"C231122002_CELL4029_N1",-27.6897100503447,-16.5441369219126
"C231122002_CELL4058_N1",-0.165148096949336,-35.9718471933342
"C231122002_CELL4121_N1",-37.2551908742821,-32.2784710100064
"C231122002_CELL4135_N1",-18.6195900993883,-13.0009536591712
"C231122002_CELL4188_N1",33.7826903168366,-34.4147945178002
"C231122002_CELL4222_N1",25.0269320293029,-38.8231974851825
"C231122002_CELL4238_N1",-0.709326153171397,1.91162239831024
"C231122002_CELL4269_N1",-23.3659820665072,-34.5571050953138
"C231122002_CELL4282_N1",32.5951871450724,-46.3746077277186
"C231122002_CELL4289_N1",15.3280201453821,-31.29486632697
"C231122002_CELL4312_N1",2.15069437534601,-41.1587043081326
"C231122002_CELL4325_N1",-13.9295548562243,6.40160025742432
"C231122002_CELL4337_N1",24.1032378866829,-22.0889029574758
"C231122002_CELL4342_N1",-16.3920837773614,-50.2564664404775
"C231122002_CELL4379_N1",4.33279504278478,-31.6891541801413
"C231122002_CELL437_N3",5.04722350358924,8.47676952686036
"C231122002_CELL4390_N1",-9.95842141815439,-7.68005669755673
"C231122002_CELL4415_N1",-6.91931670708153,6.85438299465421
"C231122002_CELL4490_N1",6.90418330368714,-34.0224072006931
"C231122002_CELL4502_N1",-40.4863696742346,-24.216285258749
"C231122002_CELL4548_N1",-19.8477095382681,-44.6038130506006
"C231122002_CELL4555_N1",34.0498708996241,-20.6375865328863
"C231122002_CELL4593_N1",-47.7801160867153,-10.1987404975264
"C231122002_CELL4595_N1",-21.7379249817607,-39.0619118163135
