,TSNE_1,TSNE_2,label
C230517007_CELL1555_N3,5.75274162293699,-56.6962540633269,0
C230517007_CELL1561_N1,-31.2119686443281,37.3404579963882,2
C230517007_CELL1562_N2,15.3813717291519,-55.482952611454,0
C230517007_CELL1563_N1,15.6461056819988,27.4785698279252,1
C230517007_CELL1565_N3,47.3772634758906,-9.73689653784736,3
C230517007_CELL1572_N3,52.9948678551022,24.0643033682521,3
C230517007_CELL1573_N2,-2.15562020339694,-56.5717262287704,0
C230517007_CELL1576_N2,1.00274804221687,-46.7501482898736,0
C230517007_CELL1581_N4,-2.69000393618497,-43.1091876288749,0
C230517007_CELL1584_N2,-29.7056640199898,-45.2742217214805,4
C230517007_CELL1588_N3,-39.8457560433112,-19.7074029101808,4
C230517007_CELL1591_N2,28.2785281942993,-41.6726751639219,0
C230517007_CELL1595_N3,12.1432752622027,6.19391260379341,3
C230517007_CELL1597_N2,13.8899337736704,9.37206368895179,1
C230517007_CELL1599_N2,-27.0692621234634,-2.73294708684608,4
C230517007_CELL1609_N2,-18.6178365326876,-55.4701176393486,0
C230517007_CELL160_N3,-15.3018562979164,-33.9807144825424,4
C230517007_CELL1611_N2,-3.19914218335392,-54.1926629839457,0
C230517007_CELL1615_N5,-28.5304011692608,-20.9922783702085,4
C230517007_CELL1616_N2,-14.1339778934993,-50.0072537287629,0
C230517007_CELL1624_N3,27.2491173269871,8.50718184112811,3
C230517007_CELL1628_N3,-18.6898865269949,-53.7515613792155,0
C230517007_CELL162_N2,2.28616855557783,-46.0454729920407,0
C230517007_CELL1641_N1,-6.18561325300157,-2.89762252290709,4
C230517007_CELL1648_N3,47.670431431247,-22.9467972846877,3
C230517007_CELL1653_N2,0.626448056757252,-48.3989660641547,0
C230517007_CELL1655_N2,-5.1491253416581,-19.7533363061177,4
C230517007_CELL1656_N2,8.61446828748501,-6.17922130130955,3
C230517007_CELL1669_N2,21.8169455359802,22.2363905697221,1
C230517007_CELL1672_N4,-39.8924292235743,-19.824914247918,4
C230517007_CELL1675_N2,54.6773901594476,-33.5002219120425,3
C230517007_CELL1676_N5,-0.507859075839029,-65.93814380917,0
C230517007_CELL1679_N1,8.39125670243138,22.6812074313266,1
C230517007_CELL1687_N1,11.2565476582763,46.1296685578487,1
C230517007_CELL1691_N1,-7.46049350883493,17.9033734196197,1
C230517007_CELL1692_N4,22.8332512533786,-22.320604146406,3
C230517007_CELL1697_N2,-30.6381976384358,0.999290328479595,4
C230517007_CELL1707_N4,4.58509877922546,49.8453035805599,1
C230517007_CELL1709_N2,59.5954640609946,19.6840382719315,3
C230517007_CELL170_N2,21.4116667734085,-33.607152646,0
C230517007_CELL1710_N3,2.91666947240011,18.124245721872,1
C230517007_CELL1715_N3,-15.1161001758116,-47.8170255300418,0
C230517007_CELL1718_N3,10.1192421951558,-68.4378144709295,0
C230517007_CELL1719_N4,-42.9908474995444,-34.9554171117591,4
C230517007_CELL1729_N2,8.54697441554329,-3.88381247988001,3
C230517007_CELL1734_N2,24.6471722282097,-27.0941536056422,0
C230517007_CELL1736_N3,35.3835285276496,-47.2879446662211,0
C230517007_CELL1744_N2,19.4919505419404,-23.8793450091531,0
C230517007_CELL1749_N3,15.2117443577606,-52.6520400542021,0
C230517007_CELL1752_N2,22.7221762253763,-30.4655150367067,0
C230517007_CELL1756_N3,19.4089185698644,-41.2508006615566,0
C230517007_CELL1762_N2,32.3584447613803,-52.3562894408789,0
C230517007_CELL1764_N1,-14.2803039334958,-17.1007913741463,4
C230517007_CELL1767_N4,-3.09094517327272,-53.2968015811264,0
C230517007_CELL1770_N4,15.158324587142,-53.0934253711184,0
C230517007_CELL1776_N2,0.314667428251674,-7.25563614103023,4
C230517007_CELL1778_N2,-16.4850324486781,-43.3649342965065,0
C230517007_CELL177_N2,-1.69780642534547,-42.3918739092083,0
C230517007_CELL1780_N2,31.5313980280758,2.88265006200974,3
C230517007_CELL1783_N2,14.59849861256,-61.1106828086563,0
C230517007_CELL1787_N3,2.09486538879138,-52.5405689810126,0
C230517007_CELL178_N1,40.0644443649435,15.1959131372402,3
C230517007_CELL17_N1,25.9884421978603,5.35254760375734,3
C230517007_CELL1802_N2,30.2652765529527,-52.0093316678483,0
C230517007_CELL1805_N2,62.6391029096593,34.8495714275488,3
C230517007_CELL1807_N3,-0.705279939564818,-33.5690264655754,0
C230517007_CELL1810_N2,21.1388173130232,-42.884144232176,0
C230517007_CELL1811_N2,14.9634849209362,-55.0785217210889,0
C230517007_CELL1816_N3,-11.2228275365294,-50.9639778399958,0
C230517007_CELL1820_N2,15.3444760282014,-70.5770700333591,0
C230517007_CELL1822_N2,19.690621278464,-29.6048457951378,0
C230517007_CELL1824_N2,21.0662291952318,-43.1564842659198,0
C230517007_CELL1829_N1,-12.2659726457923,-10.0933166133317,4
C230517007_CELL1837_N2,-6.99803310761917,-34.0579420501324,0
C230517007_CELL1838_N2,20.8285989501998,-55.2060369514394,0
C230517007_CELL183_N1,-12.44292799027,6.31433097383833,4
C230517007_CELL1843_N2,-49.5512330039445,-23.9009667870965,4
C230517007_CELL1844_N2,49.8074640117388,24.8580142000967,3
C230517007_CELL1845_N2,-24.9067861509858,-2.30213559933189,4
C230517007_CELL1851_N1,-21.8247537784287,58.4255625139995,2
C230517007_CELL1852_N2,33.3782577894172,-46.0948704187369,0
C230517007_CELL1873_N4,50.7398349354681,24.7216135201077,3
C230517007_CELL1877_N4,15.0977249340843,-28.9323324367064,0
C230517007_CELL1886_N2,58.6057495068477,18.3050309514119,3
